command_id,drama_id,command_type,param_01,param_02,param_03,param_04,param_05,param_06,param_07,param_08
411001,411,1,1,106011,202,-108,-212.75,2,0,wac_default_01
411002,411,5,1,111,201,-108,-212.75,2,0,wac_default_02
411003,411,31,1,1,0,0,1,1,"",""
411004,411,31,2,2,0,0,1,0,"",""
411005,411,31,11,11,0,0,1,0,"",""
411006,411,131,1,"","","","","","",""
411007,411,3,106011,wac_paint_01,0,"","",0.2,"",""
411008,411,3,111,wac_paint_02,0,"","",0.2,"",""
411009,411,32,11,1,"","","","","",wac_default_11
411010,411,23,se_10035700,se_10035700_brush,0,"",0,0.2,"",""
412001,412,3,106011,wac_talk_doya_in,0,wac_talk_doya_loop,1,0.2,"",""
412002,412,3,111,wac_no_items,1,"","",0.2,"",""
412003,412,2,106011,200,-340,0,"","","",""
412004,412,2,111,200,-340,0,"","","",""
412005,412,32,1,0,"","","","","",""
412006,412,32,2,1,"","","","","",""
412007,412,32,11,0,"","","","","",""
412008,412,21,vo_wac_220218,vo_wac_220218_000,0,0,"","","",""
412009,412,11,106011,"ふんふんふーん♪\nよし、いい感じね！\n今日の分、出来上がり！",10,1,1,0,0,0.5
412010,412,91,0,"","","","","","",""
412011,412,21,vo_wac_220218,vo_wac_220218_001,0,0,"","","",""
412012,412,11,106011,"なんか楽しくなってきちゃったわね。\n……あたしってばもしかして\n絵の才能あるんじゃないかしら♪\nよーし、ばんばんいくわよ！",10,1,1,0,0,0.5
412013,412,91,0,"","","","","","",""
412014,412,22,0,0,"","","","","",""
413001,413,3,106011,wac_idle_doya,1,"","",0.2,"",""
413002,413,3,111,wac_no_items,1,"","",0.2,"",""
413003,413,2,106011,200,-340,0,"","","",""
413004,413,2,111,200,-340,0,"","","",""
413005,413,32,1,0,"","","","","",""
413006,413,32,2,1,"","","","","",""
413007,413,32,11,0,"","","","","",""
413008,413,91,0,"","","","","","",""
511001,511,1,1,106431,202,-108,-212.75,2,0,wac_default_11
511002,511,5,1,111,201,-108,-212.75,2,0,wac_default_12
511003,511,31,1,1,0,0,1,1,"",""
511004,511,31,2,2,0,0,1,0,"",""
511005,511,31,11,11,0,0,1,0,"",""
511006,511,131,1,"","","","","","",""
511007,511,3,106431,wac_paint_11,0,"","",0.2,"",""
511008,511,3,111,wac_paint_12,0,"","",0.2,"",""
511009,511,93,0.3,0,"","","","","",""
511010,511,32,11,1,"","","","","",wac_default_11
511011,511,23,se_10035700,se_10035700_roller,0,"",0,0.2,"",""
512001,512,3,106431,wac_talk_smile_in,0,wac_talk_smile_loop,1,0.2,"",""
512002,512,3,111,wac_no_items,1,"","",0.2,"",""
512003,512,2,106431,200,-340,0,"","","",""
512004,512,2,111,200,-340,0,"","","",""
512005,512,32,1,0,"","","","","",""
512006,512,32,2,1,"","","","","",""
512007,512,32,11,0,"","","","","",""
512008,512,21,vo_wac_220219,vo_wac_220219_000,0,0,"","","",""
512009,512,11,106431,"絵の勉強なんて\nしたことなかったけど……\nめいっぱい手を動かして絵を描くのって\n新鮮で面白いわね。",10,1,1,0,0,0.5
512010,512,91,0,"","","","","","",""
512011,512,21,vo_wac_220219,vo_wac_220219_001,0,0,"","","",""
512012,512,11,106431,"私たちの描いた絵が\nランドソルの風景の一部になるなんて\nなんだか夢みたいだわ……！",10,1,1,0,0,0.5
512013,512,91,0,"","","","","","",""
512014,512,22,0,0,"","","","","",""
513001,513,3,106431,wac_idle_smile,1,"","",0.2,"",""
513002,513,3,111,wac_no_items,1,"","",0.2,"",""
513003,513,2,106431,200,-340,0,"","","",""
513004,513,2,111,200,-340,0,"","","",""
513005,513,32,1,0,"","","","","",""
513006,513,32,2,1,"","","","","",""
513007,513,32,11,0,"","","","","",""
513008,513,91,0,"","","","","","",""
611001,611,1,1,104411,202,-108,-212.75,2,0,wac_default_01
611002,611,5,1,111,201,-108,-212.75,2,0,wac_default_01
611003,611,31,1,1,0,0,1,1,"",""
611004,611,31,2,2,0,0,1,0,"",""
611005,611,31,11,11,0,0,1,0,"",""
611006,611,131,1,"","","","","","",""
611007,611,3,104411,wac_paint_01,0,"","",0.2,"",""
611008,611,3,111,wac_paint_01,0,"","",0.2,"",""
611009,611,32,11,1,"","","","","",wac_default_11
611010,611,23,se_10035700,se_10035700_brush,0,"",0,0.2,"",""
612001,612,3,104411,wac_talk_doya_in,0,wac_talk_doya_loop,1,0.2,"",""
612002,612,3,111,wac_no_items,1,"","",0.2,"",""
612003,612,2,104411,200,-340,0,"","","",""
612004,612,2,111,200,-340,0,"","","",""
612005,612,32,1,0,"","","","","",""
612006,612,32,2,1,"","","","","",""
612007,612,32,11,0,"","","","","",""
612008,612,21,vo_wac_220220,vo_wac_220220_000,0,0,"","","",""
612009,612,11,104411,"ランドソルにわらわの威光を\n余すことなく描く……\nなかなか粋なことではないか！",10,1,1,0,0,0.5
612010,612,91,0,"","","","","","",""
612011,612,21,vo_wac_220220,vo_wac_220220_001,0,0,"","","",""
612012,612,11,104411,"ふむ。それにしてもさすがわらわ。\n他の追随を許さぬすばらしい筆さばき。\nこれで世界征服も目前じゃ！\nフッ……フハハハハ、ハーハっハっハ！",10,1,1,0,0,0.5
612013,612,91,0,"","","","","","",""
612014,612,22,0,0,"","","","","",""
613001,613,3,104411,wac_idle_doya,1,"","",0.2,"",""
613002,613,3,111,wac_no_items,1,"","",0.2,"",""
613003,613,2,104411,200,-340,0,"","","",""
613004,613,2,111,200,-340,0,"","","",""
613005,613,32,1,0,"","","","","",""
613006,613,32,2,1,"","","","","",""
613007,613,32,11,0,"","","","","",""
613008,613,91,0,"","","","","","",""
711001,711,1,1,102211,202,-108,-325,2,0,wac_default_bot_01
711002,711,5,1,111,201,-108,-325,2,0,wac_default_02
711003,711,31,3,3,0,0,1,1,"",""
711004,711,31,2,2,0,0,1,0,"",""
711005,711,31,13,13,0,0,1,0,"",""
711006,711,131,1,"","","","","","",""
711007,711,3,102211,wac_paint_bot_01,0,"","",0.2,"",""
711008,711,3,111,wac_paint_02,0,"","",0.2,"",""
711009,711,32,13,1,"","","","","",wac_default_11
711010,711,23,se_10035700,se_10035700_brush,0,"",0,0.2,"",""
712001,712,3,102211,wac_talk_sad_in,0,wac_talk_sad_loop,1,0.2,"",""
712002,712,3,111,wac_no_items,1,"","",0.2,"",""
712003,712,2,102211,200,-340,0,"","","",""
712004,712,2,111,200,-340,0,"","","",""
712005,712,32,3,0,"","","","","",""
712006,712,32,2,1,"","","","","",""
712007,712,32,13,0,"","","","","",""
712008,712,21,vo_wac_220221,vo_wac_220221_000,0,0,"","","",""
712009,712,11,102211,"こ、こんな感じでいいの……？\n突然絵を描いてくれなんて\n無茶言ってくれるわ。",10,1,1,0,0,0.5
712010,712,91,0,"","","","","","",""
712011,712,21,vo_wac_220221,vo_wac_220221_001,0,0,"","","",""
712012,712,11,102211,"緊張して手が震えちゃったけど……\n我ながらいい出来じゃない。\nアカリはどんなの描いたのかしら？\n見に行ってみましょ。",10,1,1,0,0,0.5
712013,712,91,0,"","","","","","",""
712014,712,22,0,0,"","","","","",""
713001,713,3,102211,wac_idle_sad,1,"","",0.2,"",""
713002,713,3,111,wac_no_items,1,"","",0.2,"",""
713003,713,2,102211,200,-340,0,"","","",""
713004,713,2,111,200,-340,0,"","","",""
713005,713,32,3,0,"","","","","",""
713006,713,32,2,1,"","","","","",""
713007,713,32,13,0,"","","","","",""
713008,713,91,0,"","","","","","",""
811001,811,1,1,100611,202,-108,-325,2,0,wac_default_bot_11
811002,811,5,1,111,201,-108,-325,2,0,wac_default_12
811003,811,31,3,3,0,0,1,1,"",""
811004,811,31,2,2,0,0,1,0,"",""
811005,811,31,13,13,0,0,1,0,"",""
811006,811,131,1,"","","","","","",""
811007,811,3,100611,wac_paint_bot_11,0,"","",0.2,"",""
811008,811,3,111,wac_paint_12,0,"","",0.2,"",""
811009,811,93,0.3,0,"","","","","",""
811010,811,32,13,1,"","","","","",wac_default_11
811011,811,23,se_10035700,se_10035700_roller,0,"",0,0.2,"",""
812001,812,3,100611,wac_talk_smile_in,0,wac_talk_smile_loop,1,0.2,"",""
812002,812,3,111,wac_no_items,1,"","",0.2,"",""
812003,812,2,100611,200,-340,0,"","","",""
812004,812,2,111,200,-340,0,"","","",""
812005,812,32,3,0,"","","","","",""
812006,812,32,2,1,"","","","","",""
812007,812,32,13,0,"","","","","",""
812008,812,21,vo_wac_220222,vo_wac_220222_000,0,0,"","","",""
812009,812,11,100611,"えへへ♪\nアカリ、できちゃいました～♪\nとってもかわいい～♪",10,1,1,0,0,0.5
812010,812,91,0,"","","","","","",""
812011,812,21,vo_wac_220222,vo_wac_220222_001,0,0,"","","",""
812012,812,11,100611,"でも、もっとハートを散りばめた方が\nよかったかな？　お姉ちゃんの方に\n描き足しちゃったりして――\nあ！　お姉ちゃん♪",10,1,1,0,0,0.5
812013,812,91,0,"","","","","","",""
812014,812,22,0,0,"","","","","",""
813001,813,3,100611,wac_idle_smile,1,"","",0.2,"",""
813002,813,3,111,wac_no_items,1,"","",0.2,"",""
813003,813,2,100611,200,-340,0,"","","",""
813004,813,2,111,200,-340,0,"","","",""
813005,813,32,3,0,"","","","","",""
813006,813,32,2,1,"","","","","",""
813007,813,32,13,0,"","","","","",""
813008,813,91,0,"","","","","","",""
911001,911,1,1,103111,202,-108,-212.75,2,0,wac_default_01
911002,911,5,1,111,201,-108,-212.75,2,0,wac_default_03
911003,911,31,1,1,0,0,1,1,"",""
911004,911,31,2,2,0,0,1,0,"",""
911005,911,31,11,11,0,0,1,0,"",""
911006,911,131,1,"","","","","","",""
911007,911,3,103111,wac_paint_01,0,"","",0.2,"",""
911008,911,3,111,wac_paint_03,0,"","",0.2,"",""
911009,911,32,11,1,"","","","","",wac_default_11
911010,911,23,se_10035700,se_10035700_brush,0,"",0,0.2,"",""
912001,912,3,103111,wac_talk_wish_in,0,wac_talk_wish_loop,1,0.2,"",""
912002,912,3,111,wac_no_items,1,"","",0.2,"",""
912003,912,2,103111,200,-340,0,"","","",""
912004,912,2,111,200,-340,0,"","","",""
912005,912,32,1,0,"","","","","",""
912006,912,32,2,1,"","","","","",""
912007,912,32,11,0,"","","","","",""
912008,912,21,vo_wac_220223,vo_wac_220223_000,0,0,"","","",""
912009,912,11,103111,"ランドソルの壁に絵を描く……\n私にそんなことができるのか\n不安でしたが、\nうまくいって一安心です。",10,1,1,0,0,0.5
912010,912,91,0,"","","","","","",""
912011,912,21,vo_wac_220223,vo_wac_220223_001,0,0,"","","",""
912012,912,11,103111,"これを他の人が見ると思うと、\n少し恥ずかしい気もしますが……\n楽しい気持ちになってもらえたら\nうれしいですね。",10,1,1,0,0,0.5
912013,912,91,0,"","","","","","",""
912014,912,22,0,0,"","","","","",""
913001,913,3,103111,wac_idle_wish,1,"","",0.2,"",""
913002,913,3,111,wac_no_items,1,"","",0.2,"",""
913003,913,2,103111,200,-340,0,"","","",""
913004,913,2,111,200,-340,0,"","","",""
913005,913,32,1,0,"","","","","",""
913006,913,32,2,1,"","","","","",""
913007,913,32,11,0,"","","","","",""
913008,913,91,0,"","","","","","",""
1011001,1011,1,1,100711,202,-108,-212.75,2,0,wac_default_01
1011002,1011,5,1,111,201,-108,-212.75,2,0,wac_default_01
1011003,1011,31,1,1,0,0,1,1,"",""
1011004,1011,31,2,2,0,0,1,0,"",""
1011005,1011,31,11,11,0,0,1,0,"",""
1011006,1011,131,1,"","","","","","",""
1011007,1011,3,100711,wac_paint_01,0,"","",0.2,"",""
1011008,1011,3,111,wac_paint_01,0,"","",0.2,"",""
1011009,1011,32,11,1,"","","","","",wac_default_11
1011010,1011,23,se_10035700,se_10035700_brush,0,"",0,0.2,"",""
1012001,1012,3,100711,wac_talk_smile_in,0,wac_talk_smile_loop,1,0.2,"",""
1012002,1012,3,111,wac_no_items,1,"","",0.2,"",""
1012003,1012,2,100711,200,-340,0,"","","",""
1012004,1012,2,111,200,-340,0,"","","",""
1012005,1012,32,1,0,"","","","","",""
1012006,1012,32,2,1,"","","","","",""
1012007,1012,32,11,0,"","","","","",""
1012008,1012,21,vo_wac_220224,vo_wac_220224_000,0,0,"","","",""
1012009,1012,11,100711,"プリンなの、ここにもプリンなの、\nあっちにもそっちにもプリンなの\nなんて、ウソなの。\nちゃんと習った通りに描くの。",10,1,1,0,0,0.5
1012010,1012,91,0,"","","","","","",""
1012011,1012,21,vo_wac_220224,vo_wac_220224_001,0,0,"","","",""
1012012,1012,11,100711,"……う～、でもプリンのことを\n考えてたらおなかが空いてきたの。\nだからプリン描いて壁を食べてみたの。\n全然美味しくないの！",10,1,1,0,0,0.5
1012013,1012,91,0,"","","","","","",""
1012014,1012,21,vo_wac_220224,vo_wac_220224_002,0,0,"","","",""
1012015,1012,11,100711,"さっさと本物のプリンを\nよこせなの～！！",10,1,1,0,0,0.5
1012016,1012,91,0,"","","","","","",""
1012017,1012,22,0,0,"","","","","",""
1013001,1013,3,100711,wac_idle_smile,1,"","",0.2,"",""
1013002,1013,3,111,wac_no_items,1,"","",0.2,"",""
1013003,1013,2,100711,200,-340,0,"","","",""
1013004,1013,2,111,200,-340,0,"","","",""
1013005,1013,32,1,0,"","","","","",""
1013006,1013,32,2,1,"","","","","",""
1013007,1013,32,11,0,"","","","","",""
1013008,1013,91,0,"","","","","","",""
1111001,1111,1,1,105311,202,-108,-212.75,2,0,wac_default_11
1111002,1111,5,1,111,201,-108,-212.75,2,0,wac_default_11
1111003,1111,31,1,1,0,0,1,1,"",""
1111004,1111,31,2,2,0,0,1,0,"",""
1111005,1111,31,11,11,0,0,1,0,"",""
1111006,1111,131,1,"","","","","","",""
1111007,1111,3,105311,wac_paint_11,0,"","",0.2,"",""
1111008,1111,3,111,wac_paint_11,0,"","",0.2,"",""
1111009,1111,93,0.3,0,"","","","","",""
1111010,1111,32,11,1,"","","","","",wac_default_11
1111011,1111,23,se_10035700,se_10035700_roller,0,"",0,0.2,"",""
1112001,1112,3,105311,wac_talk_doya_in,0,wac_talk_doya_loop,1,0.2,"",""
1112002,1112,3,111,wac_no_items,1,"","",0.2,"",""
1112003,1112,2,105311,200,-340,0,"","","",""
